character_1;character_2;character_3;character_4;character_5;character_6;character_7;character_8;character_9;character_10;character_11;character_12;placement;win
TFT13_Irelia;TFT13_Vex;TFT13_Akali;TFT13_Sett;TFT13_Ezreal;TFT13_Illaoi;TFT13_Illaoi;TFT13_Zoe;TFT13_LeBlanc;;;;6;0
TFT13_Irelia;TFT13_Akali;TFT13_Sett;TFT13_Ezreal;TFT13_Ekko;TFT13_Illaoi;TFT13_Zoe;TFT13_Jinx;TFT13_Viktor;;;;4;0
TFT13_Tristana;TFT13_Urgot;TFT13_Ezreal;TFT13_Nami;TFT13_Ambessa;TFT13_Garen;TFT13_DrMundo;TFT13_Corki;TFT13_Warwick;;;;1;1
TFT13_Darius;TFT13_Draven;TFT13_Blue;TFT13_Red;TFT13_Urgot;TFT13_Prime;TFT13_Gangplank;TFT13_Vi;TFT13_Lieutenant;;;;2;0
TFT13_Darius;TFT13_Draven;TFT13_Blue;TFT13_Red;TFT13_Prime;TFT13_Gangplank;TFT13_Vi;TFT13_Jayce;TFT13_Lieutenant;TFT13_JayceSummon;;;1;1
TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;TFT13_NunuWillump;TFT13_Heimerdinger;TFT13_Elise;TFT13_Garen;TFT13_Malzahar;TFT13_LeBlanc;TFT13_Sion;;;3;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;TFT13_Elise;TFT13_Garen;TFT13_DrMundo;TFT13_Jayce;TFT13_Malzahar;TFT13_LeBlanc;TFT13_Sion;TFT13_JayceSummon;;2;0
TFT13_Zyra;TFT13_Tristana;TFT13_Urgot;TFT13_Sett;TFT13_NunuWillump;TFT13_Gangplank;;;;;;;8;0
TFT13_Lux;TFT13_Irelia;TFT13_Leona;TFT13_Ezreal;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Zoe;TFT13_Vi;TFT13_Jinx;;;;6;0
TFT13_Fish;TFT13_Shooter;TFT13_Camille;TFT13_Beardy;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Vi;TFT13_Jinx;;;;;7;0
TFT13_Fish;TFT13_Sett;TFT13_Chainsaw;TFT13_NunuWillump;TFT13_Elise;TFT13_DrMundo;TFT13_Twitch;TFT13_Caitlyn;;;;;4;0
TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_RenataGlasc;TFT13_Beardy;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Illaoi;TFT13_Malzahar;;;;5;0
TFT13_Blue;TFT13_Trundle;TFT13_Ezreal;TFT13_Gangplank;TFT13_Elise;TFT13_Ekko;TFT13_Corki;TFT13_MissMage;;;;;6;0
TFT13_Amumu;TFT13_Nocturne;TFT13_Akali;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Illaoi;;;;;5;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;TFT13_Elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_Sion;;;1;1
TFT13_Vladimir;TFT13_Rell;TFT13_Tristana;TFT13_Akali;TFT13_Ezreal;TFT13_Nami;TFT13_Ambessa;TFT13_Garen;TFT13_Illaoi;;;;4;0
TFT13_Vladimir;TFT13_Tristana;tft13_swain;TFT13_Nami;TFT13_Elise;TFT13_Ambessa;TFT13_Garen;TFT13_LeBlanc;TFT13_Viktor;TFT13_MissMage;TFT13_Sion;;2;0
TFT13_Irelia;TFT13_Akali;TFT13_Sett;TFT13_Ezreal;TFT13_Ekko;TFT13_Illaoi;TFT13_Zoe;TFT13_LeBlanc;TFT13_Rumble;TFT13_Jinx;;;8;0
TFT13_Tristana;TFT13_Nami;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Garen;TFT13_Garen;TFT13_Vi;TFT13_Mordekaiser;;;;;7;0
TFT13_Singed;TFT13_RenataGlasc;TFT13_Chainsaw;TFT13_Gremlin;TFT13_NunuWillump;TFT13_Silco;TFT13_DrMundo;TFT13_Lieutenant;TFT13_Rumble;TFT13_MissMage;;;3;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;TFT13_NunuWillump;TFT13_Heimerdinger;TFT13_Elise;TFT13_Garen;TFT13_Jayce;TFT13_Malzahar;TFT13_LeBlanc;TFT13_Sion;TFT13_JayceSummon;2;0
TFT13_Vladimir;TFT13_Blitzcrank;TFT13_Cassiopeia;TFT13_NunuWillump;TFT13_Elise;TFT13_Garen;TFT13_Jayce;TFT13_Malzahar;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_JayceSummon;TFT13_Sion;1;1
TFT13_Blue;TFT13_Trundle;TFT13_Ziggs;TFT13_Gangplank;TFT13_Elise;TFT13_Ekko;TFT13_Illaoi;TFT13_Corki;;;;;8;0
TFT13_Blue;TFT13_Blue;TFT13_Trundle;TFT13_Tristana;TFT13_Ziggs;TFT13_Gangplank;TFT13_Elise;TFT13_Ekko;TFT13_Corki;;;;7;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;TFT13_NunuWillump;TFT13_Heimerdinger;TFT13_Elise;TFT13_Garen;TFT13_Malzahar;TFT13_LeBlanc;TFT13_Sion;;;3;0
TFT13_Darius;TFT13_Draven;TFT13_Blue;TFT13_Red;TFT13_Prime;TFT13_Gangplank;TFT13_Ekko;TFT13_Lieutenant;;;;;4;0
TFT13_Amumu;TFT13_Vladimir;TFT13_Prime;TFT13_Zeri;TFT13_KogMaw;TFT13_FlyGuy;TFT13_Garen;TFT13_Ekko;;;;;5;0
TFT13_Irelia;TFT13_Vex;TFT13_Sett;TFT13_Ezreal;TFT13_Illaoi;TFT13_Zoe;TFT13_Rumble;TFT13_Jinx;;;;;6;0
TFT13_Amumu;TFT13_Zeri;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_FlyGuy;TFT13_Garen;TFT13_Malzahar;TFT13_Viktor;;;;;2;0
TFT13_Darius;TFT13_Draven;TFT13_Blue;TFT13_Red;TFT13_Prime;TFT13_Gangplank;TFT13_Vi;TFT13_Lieutenant;tft13_jinx;;;;4;0
TFT13_Blue;TFT13_Rell;TFT13_Camille;TFT13_Gremlin;TFT13_DrMundo;TFT13_Ekko;TFT13_Mordekaiser;TFT13_Rumble;tft13_jinx;;;;8;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;tft13_elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_Sion;;;1;1
TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_Beardy;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Malzahar;TFT13_Rumble;tft13_jinx;;;;5;0
TFT13_Tristana;TFT13_Urgot;TFT13_Ezreal;TFT13_Nami;TFT13_Ambessa;TFT13_Garen;TFT13_Corki;TFT13_Garen;;;;;7;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;TFT13_NunuWillump;tft13_elise;TFT13_Silco;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_Sion;;;6;0
TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_Ezreal;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Corki;TFT13_Rumble;TFT13_MissMage;;;;3;0
TFT13_Vladimir;TFT13_Tristana;tft13_swain;TFT13_Nami;TFT13_Elise;TFT13_Ambessa;TFT13_Garen;TFT13_Viktor;;;;;2;0
TFT13_Singed;TFT13_RenataGlasc;TFT13_Chainsaw;TFT13_Gremlin;TFT13_Ambessa;TFT13_Silco;TFT13_DrMundo;TFT13_Mordekaiser;TFT13_Lieutenant;;;;5;0
TFT13_Zyra;TFT13_Urgot;TFT13_NunuWillump;TFT13_Elise;TFT13_Silco;TFT13_DrMundo;TFT13_Twitch;TFT13_Mordekaiser;TFT13_MissMage;;;;4;0
TFT13_Vladimir;TFT13_Blitzcrank;TFT13_Cassiopeia;TFT13_Elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Viktor;TFT13_Sion;;;8;0
TFT13_Amumu;TFT13_Zeri;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_FlyGuy;TFT13_Ekko;TFT13_Malzahar;TFT13_Jinx;TFT13_Warwick;;;;3;0
TFT13_Fish;TFT13_Sett;TFT13_Chainsaw;TFT13_NunuWillump;TFT13_Elise;TFT13_DrMundo;TFT13_Twitch;TFT13_Caitlyn;;;;;7;0
TFT13_Fish;TFT13_Shooter;TFT13_Sett;TFT13_Chainsaw;TFT13_NunuWillump;TFT13_Elise;TFT13_DrMundo;TFT13_Twitch;;;;;6;0
TFT13_Fish;TFT13_Shooter;TFT13_Camille;TFT13_Beardy;TFT13_TwistedFate;TFT13_Elise;TFT13_Vi;TFT13_Rumble;TFT13_Caitlyn;TFT13_Viktor;;;1;1
TFT13_Tristana;tft13_swain;TFT13_Nami;TFT13_Gangplank;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Garen;TFT13_Corki;TFT13_Vi;;;;5;0
TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_Tristana;TFT13_Ezreal;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_MissMage;;;;;3;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;tft13_elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_Sion;;;7;0
TFT13_Shooter;TFT13_Urgot;TFT13_NunuWillump;tft13_elise;TFT13_DrMundo;TFT13_Twitch;TFT13_Jayce;TFT13_Caitlyn;TFT13_Warwick;TFT13_Viktor;TFT13_JayceSummon;;1;1
TFT13_Irelia;TFT13_Vex;TFT13_Akali;TFT13_Sett;TFT13_Ezreal;TFT13_Illaoi;TFT13_Zoe;TFT13_Rumble;;;;;6;0
TFT13_Darius;TFT13_Draven;TFT13_Rell;TFT13_Tristana;TFT13_Nami;TFT13_Ambessa;TFT13_Garen;TFT13_Caitlyn;TFT13_Ambessa;;;;8;0
TFT13_Darius;TFT13_Draven;TFT13_Blue;TFT13_Red;TFT13_Urgot;TFT13_Prime;TFT13_Gangplank;TFT13_Lieutenant;TFT13_Viktor;;;;2;0
TFT13_Blue;TFT13_Trundle;TFT13_Tristana;TFT13_Gangplank;TFT13_Ekko;TFT13_Illaoi;TFT13_Corki;TFT13_Jayce;TFT13_Rumble;TFT13_JayceSummon;;;4;0
TFT13_Amumu;TFT13_Nocturne;TFT13_Prime;TFT13_Zeri;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_FlyGuy;TFT13_Garen;;;;;3;0
TFT13_Shooter;TFT13_Camille;TFT13_Beardy;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Vi;TFT13_Jayce;TFT13_Rumble;TFT13_Caitlyn;TFT13_JayceSummon;;;5;0
TFT13_Vladimir;TFT13_Ziggs;TFT13_Blitzcrank;TFT13_Cassiopeia;tft13_elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_Mordekaiser;TFT13_Sion;;;4;0
TFT13_Amumu;TFT13_Vladimir;TFT13_Zeri;TFT13_KogMaw;TFT13_FlyGuy;TFT13_Garen;TFT13_Ekko;TFT13_Viktor;;;;;8;0
TFT13_Irelia;TFT13_Akali;TFT13_Sett;TFT13_Ekko;TFT13_Illaoi;TFT13_Zoe;TFT13_LeBlanc;TFT13_Rumble;tft13_jinx;;;;7;0
TFT13_Vladimir;tft13_swain;TFT13_Gangplank;tft13_elise;TFT13_Garen;TFT13_Zoe;TFT13_Jayce;TFT13_LeBlanc;TFT13_Sion;TFT13_JayceSummon;;;6;0
TFT13_Lux;TFT13_Zyra;TFT13_Vladimir;tft13_swain;TFT13_Cassiopeia;TFT13_Nami;tft13_elise;TFT13_Zoe;TFT13_LeBlanc;TFT13_Sion;;;1;1
TFT13_Darius;TFT13_Tristana;TFT13_Nami;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Garen;TFT13_Vi;TFT13_Lieutenant;TFT13_MissMage;;;;2;0
TFT13_Zyra;TFT13_Shooter;TFT13_Urgot;TFT13_NunuWillump;tft13_elise;TFT13_DrMundo;TFT13_Twitch;TFT13_Vi;TFT13_Caitlyn;;;;5;0
TFT13_Darius;TFT13_Draven;TFT13_Blue;TFT13_Red;TFT13_Urgot;TFT13_Prime;TFT13_Gangplank;TFT13_Vi;TFT13_Lieutenant;;;;3;0
TFT13_Blue;TFT13_Zeri;TFT13_Camille;TFT13_Gremlin;TFT13_FlyGuy;TFT13_Garen;TFT13_Ekko;TFT13_Vi;TFT13_Jinx;;;;4;0
TFT13_Irelia;TFT13_Sett;TFT13_NunuWillump;tft13_elise;TFT13_Garen;TFT13_Illaoi;TFT13_Zoe;TFT13_LeBlanc;TFT13_Jinx;;;;6;0
TFT13_Amumu;TFT13_Vladimir;TFT13_Zeri;TFT13_KogMaw;TFT13_FlyGuy;TFT13_Garen;TFT13_Ekko;;;;;;7;0
TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_Ezreal;TFT13_Beardy;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Corki;TFT13_Rumble;;;;1;1
TFT13_Blue;TFT13_Red;TFT13_Prime;TFT13_Camille;TFT13_Gremlin;TFT13_FlyGuy;TFT13_Garen;;;;;;8;0
TFT13_Camille;TFT13_Gremlin;TFT13_FlyGuy;TFT13_Beardy;TFT13_Garen;TFT13_Ekko;TFT13_Jayce;TFT13_Jinx;TFT13_JayceSummon;;;;2;0
TFT13_Amumu;TFT13_Vladimir;TFT13_Prime;TFT13_Zeri;TFT13_KogMaw;TFT13_FlyGuy;TFT13_Garen;;;;;;8;0
TFT13_Amumu;TFT13_Nocturne;TFT13_Prime;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_FlyGuy;TFT13_Garen;TFT13_Malzahar;;;;;6;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Blitzcrank;TFT13_Cassiopeia;TFT13_Elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Sion;;;4;0
TFT13_Elise;TFT13_DrMundo;TFT13_Twitch;TFT13_Ekko;TFT13_Illaoi;TFT13_Zoe;TFT13_Vi;TFT13_Malzahar;;;;;5;0
TFT13_Singed;TFT13_Irelia;TFT13_Vex;TFT13_Leona;TFT13_Rell;TFT13_RenataGlasc;TFT13_Beardy;TFT13_Illaoi;TFT13_Viktor;;;;1;1
TFT13_Lux;TFT13_Irelia;TFT13_Sett;TFT13_Ezreal;TFT13_Illaoi;TFT13_Zoe;TFT13_Jayce;TFT13_Jinx;TFT13_MissMage;TFT13_JayceSummon;;;2;0
TFT13_Irelia;TFT13_Akali;TFT13_Sett;TFT13_Ezreal;TFT13_Ekko;TFT13_Illaoi;TFT13_Zoe;TFT13_Vi;TFT13_Jinx;;;;7;0
TFT13_Singed;TFT13_Leona;TFT13_Rell;TFT13_Tristana;TFT13_Urgot;TFT13_Beardy;TFT13_Illaoi;TFT13_Viktor;;;;;3;0
TFT13_Lux;TFT13_Leona;TFT13_Rell;TFT13_Tristana;TFT13_Urgot;TFT13_Ezreal;TFT13_Heimerdinger;TFT13_Warwick;;;;;7;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Rell;TFT13_Cassiopeia;TFT13_NunuWillump;TFT13_Ambessa;TFT13_Silco;TFT13_Lieutenant;TFT13_Viktor;TFT13_Sion;;;8;0
TFT13_Amumu;TFT13_Nocturne;TFT13_Akali;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_TwistedFate;TFT13_Malzahar;TFT13_Viktor;;;;;2;0
TFT13_Vladimir;TFT13_Cassiopeia;tft13_elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_Sion;;;;6;0
TFT13_Tristana;TFT13_Urgot;TFT13_Ezreal;TFT13_Nami;TFT13_Ambessa;TFT13_Garen;TFT13_Illaoi;TFT13_Corki;TFT13_Rumble;;;;1;1
TFT13_Fish;TFT13_Urgot;TFT13_NunuWillump;TFT13_Garen;TFT13_DrMundo;TFT13_Twitch;TFT13_Malzahar;TFT13_Caitlyn;TFT13_Warwick;;;;4;0
TFT13_Darius;TFT13_Draven;TFT13_Rell;tft13_swain;tft13_elise;TFT13_Ambessa;TFT13_Silco;TFT13_Mordekaiser;TFT13_Lieutenant;TFT13_Warwick;;;3;0
TFT13_Trundle;TFT13_Fish;TFT13_Shooter;TFT13_Sett;TFT13_Chainsaw;TFT13_NunuWillump;tft13_elise;TFT13_MissMage;;;;;5;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;tft13_elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_Sion;;;3;0
TFT13_Darius;TFT13_Draven;TFT13_Blue;TFT13_Red;TFT13_Trundle;TFT13_Tristana;TFT13_Prime;TFT13_Viktor;;;;;1;1
TFT13_Morgana;TFT13_Singed;TFT13_Irelia;TFT13_Rell;TFT13_RenataGlasc;TFT13_Ezreal;TFT13_Heimerdinger;TFT13_Illaoi;;;;;4;0
TFT13_Irelia;TFT13_Akali;TFT13_Sett;TFT13_Ezreal;tft13_elise;TFT13_Illaoi;TFT13_Zoe;tft13_jinx;;;;;6;0
TFT13_Vladimir;TFT13_Tristana;tft13_swain;TFT13_Nami;tft13_elise;TFT13_Ambessa;TFT13_Garen;TFT13_Jayce;TFT13_JayceSummon;;;;5;0
TFT13_Amumu;TFT13_Nocturne;TFT13_Akali;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_TwistedFate;tft13_elise;TFT13_Ambessa;;;;;8;0
TFT13_Tristana;TFT13_Urgot;TFT13_Prime;TFT13_Ezreal;TFT13_Nami;TFT13_Ambessa;TFT13_Garen;TFT13_Corki;;;;;2;0
TFT13_Fish;TFT13_Shooter;TFT13_Sett;TFT13_Chainsaw;TFT13_NunuWillump;tft13_elise;TFT13_DrMundo;TFT13_Twitch;TFT13_NunuWillump;;;;7;0
TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_Ezreal;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Corki;TFT13_Rumble;TFT13_Viktor;;;;1;1
TFT13_Darius;TFT13_Rell;TFT13_Tristana;tft13_swain;TFT13_Nami;TFT13_Ambessa;TFT13_Garen;TFT13_Mordekaiser;;;;;7;0
TFT13_Nocturne;TFT13_Akali;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Malzahar;TFT13_Warwick;;;;;6;0
TFT13_Singed;TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_RenataGlasc;tft13_swain;TFT13_Ambessa;TFT13_Rumble;;;;;5;0
TFT13_Darius;TFT13_Draven;TFT13_Blue;TFT13_Red;TFT13_Urgot;TFT13_Prime;TFT13_Gangplank;TFT13_Vi;TFT13_Lieutenant;;;;2;0
TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_Ezreal;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Corki;TFT13_Rumble;TFT13_MissMage;;;;4;0
TFT13_Blitzcrank;TFT13_FlyGuy;;;;;;;;;;;8;0
TFT13_Fish;TFT13_Shooter;TFT13_Camille;TFT13_Beardy;TFT13_TwistedFate;TFT13_Vi;TFT13_Lieutenant;TFT13_Caitlyn;;;;;3;0
TFT13_Tristana;tft13_swain;TFT13_Nami;TFT13_Gangplank;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Garen;TFT13_Corki;TFT13_Vi;;;;3;0
TFT13_Irelia;TFT13_Leona;TFT13_Akali;TFT13_Sett;TFT13_Ezreal;TFT13_Illaoi;TFT13_Illaoi;TFT13_Rumble;TFT13_Jinx;;;;7;0
TFT13_Darius;TFT13_Draven;TFT13_Blue;TFT13_Red;TFT13_Urgot;TFT13_Prime;TFT13_Vi;TFT13_Rumble;TFT13_Caitlyn;;;;4;0
TFT13_Blue;TFT13_Zeri;TFT13_Camille;TFT13_Gremlin;TFT13_FlyGuy;TFT13_Beardy;TFT13_Garen;TFT13_Ekko;TFT13_Ekko;TFT13_Jinx;;;2;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Rell;tft13_swain;TFT13_Cassiopeia;TFT13_NunuWillump;TFT13_Heimerdinger;TFT13_Heimerdinger;TFT13_Sion;;;;8;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;TFT13_NunuWillump;TFT13_Heimerdinger;TFT13_Elise;TFT13_Garen;TFT13_Malzahar;TFT13_LeBlanc;TFT13_Sion;;;1;1
TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_Ezreal;TFT13_Beardy;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Rumble;;;;;6;0
TFT13_Vladimir;tft13_swain;TFT13_Cassiopeia;TFT13_NunuWillump;TFT13_Gangplank;TFT13_Elise;TFT13_Garen;TFT13_Jayce;TFT13_Malzahar;TFT13_Sion;TFT13_JayceSummon;;5;0
TFT13_Fish;TFT13_Shooter;TFT13_Camille;tft13_swain;TFT13_Beardy;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Vi;TFT13_Caitlyn;;;;4;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Ziggs;TFT13_Blitzcrank;TFT13_Cassiopeia;tft13_elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_Sion;;;7;0
TFT13_Darius;TFT13_Draven;TFT13_Blue;TFT13_Red;TFT13_Urgot;TFT13_Prime;TFT13_Gangplank;TFT13_Vi;TFT13_Lieutenant;;;;5;0
TFT13_Shooter;TFT13_Camille;TFT13_Beardy;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Illaoi;TFT13_Vi;TFT13_Rumble;TFT13_Caitlyn;;;;1;1
TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;tft13_elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_Jayce;TFT13_Mordekaiser;TFT13_Sion;TFT13_JayceSummon;;6;0
TFT13_Singed;TFT13_RenataGlasc;TFT13_Cassiopeia;TFT13_Chainsaw;TFT13_Gremlin;TFT13_Silco;TFT13_DrMundo;TFT13_Mordekaiser;TFT13_Lieutenant;;;;3;0
TFT13_Vladimir;TFT13_Ziggs;TFT13_Cassiopeia;tft13_elise;TFT13_Silco;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_Viktor;TFT13_Sion;;;2;0
TFT13_Morgana;TFT13_Darius;TFT13_Draven;TFT13_Vladimir;TFT13_Rell;tft13_swain;TFT13_Cassiopeia;TFT13_Ambessa;TFT13_LeBlanc;TFT13_Sion;;;8;0
TFT13_Irelia;TFT13_Vex;TFT13_Rell;TFT13_Akali;TFT13_Sett;TFT13_Ekko;TFT13_Illaoi;TFT13_Zoe;TFT13_Rumble;TFT13_Jinx;;;2;0
TFT13_Irelia;TFT13_Vex;TFT13_Leona;TFT13_Rell;TFT13_RenataGlasc;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Jayce;TFT13_JayceSummon;;;;4;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Blitzcrank;TFT13_Cassiopeia;TFT13_Elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Sion;;;5;0
TFT13_Fish;TFT13_Sett;TFT13_Chainsaw;TFT13_NunuWillump;TFT13_Elise;TFT13_DrMundo;TFT13_Twitch;TFT13_Caitlyn;TFT13_Viktor;;;;3;0
TFT13_Tristana;tft13_swain;TFT13_Nami;TFT13_FlyGuy;TFT13_Ambessa;TFT13_Garen;TFT13_Ekko;TFT13_Corki;TFT13_Jayce;TFT13_JayceSummon;;;8;0
TFT13_Nocturne;TFT13_Akali;tft13_swain;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Jayce;TFT13_Malzahar;TFT13_Caitlyn;TFT13_JayceSummon;;1;1
TFT13_Vladimir;TFT13_Tristana;tft13_swain;TFT13_Nami;TFT13_Gangplank;TFT13_TwistedFate;TFT13_Ambessa;TFT13_Garen;TFT13_Corki;TFT13_Vi;;;7;0
TFT13_Amumu;TFT13_Nocturne;TFT13_Prime;TFT13_Zeri;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_FlyGuy;TFT13_Garen;TFT13_Malzahar;;;;6;0
TFT13_Morgana;TFT13_Vladimir;TFT13_Prime;TFT13_Cassiopeia;tft13_elise;TFT13_Silco;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_Sion;;;4;0
TFT13_Lux;TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_Ezreal;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Corki;TFT13_MissMage;;;;5;0
TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_Ezreal;TFT13_Beardy;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Jayce;TFT13_Rumble;TFT13_JayceSummon;;;1;1
TFT13_Tristana;TFT13_Urgot;TFT13_Ezreal;TFT13_Nami;TFT13_Ambessa;TFT13_Garen;TFT13_Corki;TFT13_Jayce;TFT13_Rumble;TFT13_JayceSummon;;;2;0
TFT13_Vladimir;TFT13_Prime;TFT13_Ziggs;TFT13_Blitzcrank;TFT13_Cassiopeia;TFT13_Silco;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_Sion;;;3;0
TFT13_Darius;TFT13_Draven;TFT13_Blue;TFT13_Red;TFT13_Urgot;TFT13_Prime;TFT13_Gangplank;TFT13_Vi;TFT13_Lieutenant;;;;6;0
TFT13_Amumu;TFT13_Prime;TFT13_Zeri;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_FlyGuy;TFT13_Garen;TFT13_Malzahar;;;;;7;0
TFT13_Amumu;TFT13_Nocturne;TFT13_Akali;TFT13_Ziggs;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_TwistedFate;;;;;;8;0
TFT13_Darius;TFT13_Rell;TFT13_Zeri;tft13_swain;TFT13_Ambessa;TFT13_Mordekaiser;TFT13_Rumble;TFT13_Warwick;TFT13_Viktor;TFT13_MissMage;;;2;0
TFT13_Amumu;TFT13_Nocturne;TFT13_Akali;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_TwistedFate;TFT13_Ambessa;TFT13_MissMage;;;;;3;0
TFT13_Irelia;TFT13_Leona;TFT13_Rell;TFT13_Ezreal;TFT13_Beardy;TFT13_Heimerdinger;TFT13_Illaoi;TFT13_Corki;TFT13_Jayce;TFT13_JayceSummon;;;5;0
TFT13_Singed;TFT13_RenataGlasc;TFT13_Chainsaw;TFT13_Gremlin;TFT13_NunuWillump;TFT13_Silco;TFT13_DrMundo;TFT13_Twitch;;;;;8;0
TFT13_Ziggs;TFT13_Blitzcrank;TFT13_KogMaw;TFT13_Cassiopeia;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_Viktor;;;;;6;0
TFT13_Amumu;TFT13_Morgana;TFT13_Vladimir;TFT13_Cassiopeia;TFT13_NunuWillump;tft13_elise;TFT13_Garen;TFT13_Malzahar;TFT13_LeBlanc;TFT13_Sion;;;7;0
TFT13_Morgana;TFT13_Vladimir;tft13_elise;TFT13_Silco;TFT13_Garen;TFT13_DrMundo;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_Sion;;;;4;0
TFT13_Jayce;TFT13_LeBlanc;TFT13_LeBlanc;TFT13_Mordekaiser;TFT13_Mordekaiser;TFT13_Lieutenant;TFT13_Caitlyn;TFT13_Warwick;TFT13_Warwick;TFT13_Viktor;TFT13_JayceSummon;;1;1
